title,authors,pdf
DynVideo-E: Harnessing Dynamic NeRF for Large-Scale Motion- and View-Change Human-Centric Video Editing,"{Liu, Jia-Wei; Cao, Yan-Pei; Wu, Jay Zhangjie; Mao, Weijia; Gu, Yuchao; Zhao, Rui; Keppo, Jussi; Shan, Ying; Shou, Mike Zheng}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Liu_DynVideo-E_Harnessing_Dynamic_CVPR_2024_supplemental.pdf
Real-Time Neural BRDF with Spherically Distributed Primitives,"{Dou, Yishun; Zheng, Zhong; Jin, Qiaoqiao; Ni, Bingbing; Chen, Yugang; Ke, Junxiang}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Dou_Real-Time_Neural_BRDF_CVPR_2024_supplemental.pdf
Harnessing Meta-Learning for Improving Full-Frame Video Stabilization,"{Ali, Muhammad Kashif; Im, Eun Woo; Kim, Dongjin; Kim, Tae Hyun}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ali_Harnessing_Meta-Learning_for_CVPR_2024_supplemental.pdf
VideoCrafter2: Overcoming Data Limitations for High-Quality Video Diffusion Models,"{Chen, Haoxin; Zhang, Yong; Cun, Xiaodong; Xia, Menghan; Wang, Xintao; Weng, Chao; Shan, Ying}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_VideoCrafter2_Overcoming_Data_CVPR_2024_supplemental.pdf
From SAM to CAMs: Exploring Segment Anything Model for Weakly Supervised Semantic Segmentation,"{Kweon, Hyeokjun; Yoon, Kuk-Jin}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kweon_From_SAM_to_CVPR_2024_supplemental.pdf
Boosting Flow-based Generative Super-Resolution Models via Learned Prior,"{Tsao, Li-Yuan; Lo, Yi-Chen; Chang, Chia-Che; Chen, Hao-Wei; Tseng, Roy; Feng, Chien; Lee, Chun-Yi}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Tsao_Boosting_Flow-based_Generative_CVPR_2024_supplemental.pdf
How to Handle Sketch-Abstraction in Sketch-Based Image Retrieval?,"{Koley, Subhadeep; Bhunia, Ayan Kumar; Sain, Aneeshan; Chowdhury, Pinaki Nath; Xiang, Tao; Song, Yi-Zhe}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Koley_How_to_Handle_CVPR_2024_supplemental.pdf
What You See is What You GAN: Rendering Every Pixel for High-Fidelity Geometry in 3D GANs,"{Trevithick, Alex; Chan, Matthew; Takikawa, Towaki; Iqbal, Umar; De Mello, Shalini; Chandraker, Manmohan; Ramamoorthi, Ravi; Nagano, Koki}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Trevithick_What_You_See_CVPR_2024_supplemental.pdf
Style Injection in Diffusion: A Training-free Approach for Adapting Large-scale Diffusion Models for Style Transfer,"{Chung, Jiwoo; Hyun, Sangeek; Heo, Jae-Pil}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chung_Style_Injection_in_CVPR_2024_supplemental.pdf
Towards Robust Learning to Optimize with Theoretical Guarantees,"{Song, Qingyu; Lin, Wei; Wang, Juncheng; Xu, Hong}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Song_Towards_Robust_Learning_CVPR_2024_supplemental.pdf
Differentiable Neural Surface Refinement for Modeling Transparent Objects,"{Deng, Weijian; Campbell, Dylan; Sun, Chunyi; Kanitkar, Shubham; Shaffer, Matthew E.; Gould, Stephen}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Deng_Differentiable_Neural_Surface_CVPR_2024_supplemental.pdf
OrthCaps: An Orthogonal CapsNet with Sparse Attention Routing and Pruning,"{Geng, Xinyu; Wang, Jiaming; Gong, Jiawei; Xue, Yuerong; Xu, Jun; Chen, Fanglin; Huang, Xiaolin}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Geng_OrthCaps_An_Orthogonal_CVPR_2024_supplemental.pdf
ProS: Prompting-to-simulate Generalized knowledge for Universal Cross-Domain Retrieval,"{Fang, Kaipeng; Song, Jingkuan; Gao, Lianli; Zeng, Pengpeng; Cheng, Zhi-Qi; Li, Xiyao; Shen, Heng Tao}",https://openaccess.thecvf.com/content/CVPR2024/papers/Fang_ProS_Prompting-to-simulate_Generalized_knowledge_for_Universal_Cross-Domain_Retrieval_CVPR_2024_paper.pdf
Florence-2: Advancing a Unified Representation for a Variety of Vision Tasks,"{Xiao, Bin; Wu, Haiping; Xu, Weijian; Dai, Xiyang; Hu, Houdong; Lu, Yumao; Zeng, Michael; Liu, Ce; Yuan, Lu}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Xiao_Florence-2_Advancing_a_CVPR_2024_supplemental.pdf
NeRF On-the-go: Exploiting Uncertainty for Distractor-free NeRFs in the Wild,"{Ren, Weining; Zhu, Zihan; Sun, Boyang; Chen, Jiaqi; Pollefeys, Marc; Peng, Songyou}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ren_NeRF_On-the-go_Exploiting_CVPR_2024_supplemental.pdf
3D Human Pose Perception from Egocentric Stereo Videos,"{Akada, Hiroyasu; Wang, Jian; Golyanik, Vladislav; Theobalt, Christian}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Akada_3D_Human_Pose_CVPR_2024_supplemental.pdf
Grid Diffusion Models for Text-to-Video Generation,"{Lee, Taegyeong; Kwon, Soyeong; Kim, Taehwan}",https://openaccess.thecvf.com/content/CVPR2024/papers/Lee_Grid_Diffusion_Models_for_Text-to-Video_Generation_CVPR_2024_paper.pdf
Boosting Object Detection with Zero-Shot Day-Night Domain Adaptation,"{Du, Zhipeng; Shi, Miaojing; Deng, Jiankang}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Du_Boosting_Object_Detection_CVPR_2024_supplemental.pdf
LucidDreamer: Towards High-Fidelity Text-to-3D Generation via Interval Score Matching,"{Liang, Yixun; Yang, Xin; Lin, Jiantao; Li, Haodong; Xu, Xiaogang; Chen, Yingcong}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Liang_LucidDreamer_Towards_High-Fidelity_CVPR_2024_supplemental.pdf
PTM-VQA: Efficient Video Quality Assessment Leveraging Diverse PreTrained Models from the Wild,"{Yuan, Kun; Liu, Hongbo; Li, Mading; Sun, Muyi; Sun, Ming; Gong, Jiachao; Hao, Jinhua; Zhou, Chao; Tang, Yansong}",https://openaccess.thecvf.com/content/CVPR2024/papers/Yuan_PTM-VQA_Efficient_Video_Quality_Assessment_Leveraging_Diverse_PreTrained_Models_from_CVPR_2024_paper.pdf
Versatile Medical Image Segmentation Learned from Multi-Source Datasets via Model Self-Disambiguation,"{Chen, Xiaoyang; Zheng, Hao; Li, Yuemeng; Ma, Yuncong; Ma, Liang; Li, Hongming; Fan, Yong}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_Versatile_Medical_Image_CVPR_2024_supplemental.pdf
Improving Generalization via Meta-Learning on Hard Samples,"{Jain, Nishant; Suggala, Arun S.; Shenoy, Pradeep}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Jain_Improving_Generalization_via_CVPR_2024_supplemental.pdf
Align and Aggregate: Compositional Reasoning with Video Alignment and Answer Aggregation for Video Question-Answering,"{Liao, Zhaohe; Li, Jiangtong; Niu, Li; Zhang, Liqing}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Liao_Align_and_Aggregate_CVPR_2024_supplemental.pdf
REACTO: Reconstructing Articulated Objects from a Single Video,"{Song, Chaoyue; Wei, Jiacheng; Foo, Chuan Sheng; Lin, Guosheng; Liu, Fayao}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Song_REACTO_Reconstructing_Articulated_CVPR_2024_supplemental.pdf
Egocentric Whole-Body Motion Capture with FisheyeViT and Diffusion-Based Motion Refinement,"{Wang, Jian; Cao, Zhe; Luvizon, Diogo; Liu, Lingjie; Sarkar, Kripasindhu; Tang, Danhang; Beeler, Thabo; Theobalt, Christian}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_Egocentric_Whole-Body_Motion_CVPR_2024_supplemental.pdf
Language Embedded 3D Gaussians for Open-Vocabulary Scene Understanding,"{Shi, Jin-Chuan; Wang, Miao; Duan, Hao-Bin; Guan, Shao-Hua}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Shi_Language_Embedded_3D_CVPR_2024_supplemental.pdf
Towards Automated Movie Trailer Generation,"{Argaw, Dawit Mureja; Soldan, Mattia; Pardo, Alejandro; Zhao, Chen; Heilbron, Fabian Caba; Chung, Joon Son; Ghanem, Bernard}",https://openaccess.thecvf.com/content/CVPR2024/papers/Argaw_Towards_Automated_Movie_Trailer_Generation_CVPR_2024_paper.pdf
Differentiable Information Bottleneck for Deterministic Multi-view Clustering,"{Yan, Xiaoqiang; Jin, Zhixiang; Han, Fengshou; Ye, Yangdong}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yan_Differentiable_Information_Bottleneck_CVPR_2024_supplemental.pdf
Sheared Backpropagation for Fine-tuning Foundation Models,"{Yu, Zhiyuan; Shen, Li; Ding, Liang; Tian, Xinmei; Chen, Yixin; Tao, Dacheng}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yu_Sheared_Backpropagation_for_CVPR_2024_supplemental.pdf
Action-slot: Visual Action-centric Representations for Multi-label Atomic Activity Recognition in Traffic Scenes,"{Kung, Chi-Hsi; Lu, Shu-Wei; Tsai, Yi-Hsuan; Chen, Yi-Ting}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kung_Action-slot_Visual_Action-centric_CVPR_2024_supplemental.pdf
Animatable Gaussians: Learning Pose-dependent Gaussian Maps for High-fidelity Human Avatar Modeling,"{Li, Zhe; Zheng, Zerong; Wang, Lizhen; Liu, Yebin}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Li_Animatable_Gaussians_Learning_CVPR_2024_supplemental.pdf
Latency Correction for Event-guided Deblurring and Frame Interpolation,"{Yang, Yixin; Liang, Jinxiu; Yu, Bohan; Chen, Yan; Ren, Jimmy S.; Shi, Boxin}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yang_Latency_Correction_for_CVPR_2024_supplemental.pdf
Retraining-Free Model Quantization via One-Shot Weight-Coupling Learning,"{Tang, Chen; Meng, Yuan; Jiang, Jiacheng; Xie, Shuzhao; Lu, Rongwei; Ma, Xinzhu; Wang, Zhi; Zhu, Wenwu}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Tang_Retraining-Free_Model_Quantization_CVPR_2024_supplemental.pdf
EVCap: Retrieval-Augmented Image Captioning with External Visual-Name Memory for Open-World Comprehension,"{Li, Jiaxuan; Vo, Duc Minh; Sugimoto, Akihiro; Nakayama, Hideki}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Li_EVCap_Retrieval-Augmented_Image_CVPR_2024_supplemental.pdf
SIFU: Side-view Conditioned Implicit Function for Real-world Usable Clothed Human Reconstruction,"{Zhang, Zechuan; Yang, Zongxin; Yang, Yi}",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_SIFU_Side-view_Conditioned_Implicit_Function_for_Real-world_Usable_Clothed_Human_CVPR_2024_paper.pdf
WinSyn: : A High Resolution Testbed for Synthetic Data,"{Kelly, Tom; Femiani, John; Wonka, Peter}",https://openaccess.thecvf.com/content/CVPR2024/papers/Kelly_WinSyn__A_High_Resolution_Testbed_for_Synthetic_Data_CVPR_2024_paper.pdf
Autoregressive Queries for Adaptive Tracking with Spatio-Temporal Transformers,"{Xie, Jinxia; Zhong, Bineng; Mo, Zhiyi; Zhang, Shengping; Shi, Liangtao; Song, Shuxiang; Ji, Rongrong}",https://openaccess.thecvf.com/content/CVPR2024/papers/Xie_Autoregressive_Queries_for_Adaptive_Tracking_with_Spatio-Temporal_Transformers_CVPR_2024_paper.pdf
Misalignment-Robust Frequency Distribution Loss for Image Transformation,"{Ni, Zhangkai; Wu, Juncheng; Wang, Zian; Yang, Wenhan; Wang, Hanli; Ma, Lin}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ni_Misalignment-Robust_Frequency_Distribution_CVPR_2024_supplemental.pdf
Language-aware Visual Semantic Distillation for Video Question Answering,"{Zou, Bo; Yang, Chao; Qiao, Yu; Quan, Chengbin; Zhao, Youjian}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zou_Language-aware_Visual_Semantic_CVPR_2024_supplemental.pdf
Lane2Seq: Towards Unified Lane Detection via Sequence Generation,"{Zhou, Kunyang}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhou_Lane2Seq_Towards_Unified_CVPR_2024_supplemental.pdf
Disentangled Prompt Representation for Domain Generalization,"{Cheng, De; Xu, Zhipeng; Jiang, Xinyang; Wang, Nannan; Li, Dongsheng; Gao, Xinbo}",https://openaccess.thecvf.com/content/CVPR2024/papers/Cheng_Disentangled_Prompt_Representation_for_Domain_Generalization_CVPR_2024_paper.pdf
Abductive Ego-View Accident Video Understanding for Safe Driving Perception,"{Fang, Jianwu; Li, Lei-lei; Zhou, Junfei; Xiao, Junbin; Yu, Hongkai; Lv, Chen; Xue, Jianru; Chua, Tat-Seng}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Fang_Abductive_Ego-View_Accident_CVPR_2024_supplemental.pdf
Cross-spectral Gated-RGB Stereo Depth Estimation,"{Brucker, Samuel; Walz, Stefanie; Bijelic, Mario; Heide, Felix}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Brucker_Cross-spectral_Gated-RGB_Stereo_CVPR_2024_supplemental.pdf
KVQ: Kwai Video Quality Assessment for Short-form Videos,"{Lu, Yiting; Li, Xin; Pei, Yajing; Yuan, Kun; Xie, Qizhi; Qu, Yunpeng; Sun, Ming; Zhou, Chao; Chen, Zhibo}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Lu_KVQ_Kwai_Video_CVPR_2024_supplemental.pdf
Degrees of Freedom Matter: Inferring Dynamics from Point Trajectories,"{Zhang, Yan; Prokudin, Sergey; Mihajlovic, Marko; Ma, Qianli; Tang, Siyu}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhang_Degrees_of_Freedom_CVPR_2024_supplemental.pdf
LEMON: Learning 3D Human-Object Interaction Relation from 2D Images,"{Yang, Yuhang; Zhai, Wei; Luo, Hongchen; Cao, Yang; Zha, Zheng-Jun}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yang_LEMON_Learning_3D_CVPR_2024_supplemental.pdf
Low-Latency Neural Stereo Streaming,"{Hou, Qiqi; Farhadzadeh, Farzad; Said, Amir; Sautiere, Guillaume; Le, Hoang}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Hou_Low-Latency_Neural_Stereo_CVPR_2024_supplemental.pdf
Understanding Video Transformers via Universal Concept Discovery,"{Kowal, Matthew; Dave, Achal; Ambrus, Rares; Gaidon, Adrien; Derpanis, Konstantinos G.; Tokmakov, Pavel}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kowal_Understanding_Video_Transformers_CVPR_2024_supplemental.pdf
Exploring the Transferability of Visual Prompting for Multimodal Large Language Models,"{Zhang, Yichi; Dong, Yinpeng; Zhang, Siyuan; Min, Tianzan; Su, Hang; Zhu, Jun}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhang_Exploring_the_Transferability_CVPR_2024_supplemental.pdf
PointOBB: Learning Oriented Object Detection via Single Point Supervision,"{Luo, Junwei; Yang, Xue; Yu, Yi; Li, Qingyun; Yan, Junchi; Li, Yansheng}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Luo_PointOBB_Learning_Oriented_CVPR_2024_supplemental.pdf
Intrinsic Image Diffusion for Indoor Single-view Material Estimation,"{Kocsis, Peter; Sitzmann, Vincent; Nie{\ss}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kocsis_Intrinsic_Image_Diffusion_CVPR_2024_supplemental.pdf
SHAP-EDITOR: Instruction-Guided Latent 3D Editing in Seconds,"{Chen, Minghao; Xie, Junyu; Laina, Iro; Vedaldi, Andrea}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_SHAP-EDITOR_Instruction-Guided_Latent_CVPR_2024_supplemental.pdf
HyperSDFusion: Bridging Hierarchical Structures in Language and Geometry for Enhanced 3D Text2Shape Generation,"{Leng, Zhiying; Birdal, Tolga; Liang, Xiaohui; Tombari, Federico}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Leng_HyperSDFusion_Bridging_Hierarchical_CVPR_2024_supplemental.pdf
OmniParser: A Unified Framework for Text Spotting Key Information Extraction and Table Recognition,"{Wan, Jianqiang; Song, Sibo; Yu, Wenwen; Liu, Yuliang; Cheng, Wenqing; Huang, Fei; Bai, Xiang; Yao, Cong; Yang, Zhibo}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wan_OmniParser_A_Unified_CVPR_2024_supplemental.pdf
Are Conventional SNNs Really Efficient? A Perspective from Network Quantization,"{Shen, Guobin; Zhao, Dongcheng; Li, Tenglong; Li, Jindong; Zeng, Yi}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Shen_Are_Conventional_SNNs_CVPR_2024_supplemental.pdf
Training Like a Medical Resident: Context-Prior Learning Toward Universal Medical Image Segmentation,"{Gao, Yunhe}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Gao_Training_Like_a_CVPR_2024_supplemental.pdf
Material Palette: Extraction of Materials from a Single Image,"{Lopes, Ivan; Pizzati, Fabio; de Charette, Raoul}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Lopes_Material_Palette_Extraction_CVPR_2024_supplemental.pdf
Initialization Matters for Adversarial Transfer Learning,"{Hua, Andong; Gu, Jindong; Xue, Zhiyu; Carlini, Nicholas; Wong, Eric; Qin, Yao}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Hua_Initialization_Matters_for_CVPR_2024_supplemental.pdf
RealCustom: Narrowing Real Text Word for Real-Time Open-Domain Text-to-Image Customization,"{Huang, Mengqi; Mao, Zhendong; Liu, Mingcong; He, Qian; Zhang, Yongdong}",https://openaccess.thecvf.com/content/CVPR2024/papers/Huang_RealCustom_Narrowing_Real_Text_Word_for_Real-Time_Open-Domain_Text-to-Image_Customization_CVPR_2024_paper.pdf
MicroDiffusion: Implicit Representation-Guided Diffusion for 3D Reconstruction from Limited 2D Microscopy Projections,"{Hui, Mude; Wei, Zihao; Zhu, Hongru; Xia, Fei; Zhou, Yuyin}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Hui_MicroDiffusion_Implicit_Representation-Guided_CVPR_2024_supplemental.pdf
Task-Conditioned Adaptation of Visual Features in Multi-Task Policy Learning,"{Marza, Pierre; Matignon, Laetitia; Simonin, Olivier; Wolf, Christian}",https://openaccess.thecvf.com/content/CVPR2024/papers/Marza_Task-Conditioned_Adaptation_of_Visual_Features_in_Multi-Task_Policy_Learning_CVPR_2024_paper.pdf
L0-Sampler: An L0 Model Guided Volume Sampling for NeRF,"{Li, Liangchen; Zhang, Juyong}",https://openaccess.thecvf.com/content/CVPR2024/papers/Li_L0-Sampler_An_L0_Model_Guided_Volume_Sampling_for_NeRF_CVPR_2024_paper.pdf
Hybrid Proposal Refiner: Revisiting DETR Series from the Faster R-CNN Perspective,"{Zhao, Jinjing; Wei, Fangyun; Xu, Chang}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhao_Hybrid_Proposal_Refiner_CVPR_2024_supplemental.pdf
Practical Measurements of Translucent Materials with Inter-Pixel Translucency Prior,"{Chen, Zhenyu; Guo, Jie; Lai, Shuichang; Fu, Ruoyu; Kong, Mengxun; Wang, Chen; Sun, Hongyu; Zhang, Zhebin; Li, Chen; Guo, Yanwen}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_Practical_Measurements_of_CVPR_2024_supplemental.pdf
TurboSL: Dense Accurate and Fast 3D by Neural Inverse Structured Light,"{Mirdehghan, Parsa; Wu, Maxx; Chen, Wenzheng; Lindell, David B.; Kutulakos, Kiriakos N.}",https://openaccess.thecvf.com/content/CVPR2024/papers/Mirdehghan_TurboSL_Dense_Accurate_and_Fast_3D_by_Neural_Inverse_Structured_CVPR_2024_paper.pdf
Text2QR: Harmonizing Aesthetic Customization and Scanning Robustness for Text-Guided QR Code Generation,"{Wu, Guangyang; Liu, Xiaohong; Jia, Jun; Cui, Xuehao; Zhai, Guangtao}",https://openaccess.thecvf.com/content/CVPR2024/papers/Wu_Text2QR_Harmonizing_Aesthetic_Customization_and_Scanning_Robustness_for_Text-Guided_QR_CVPR_2024_paper.pdf
GS-IR: 3D Gaussian Splatting for Inverse Rendering,"{Liang, Zhihao; Zhang, Qi; Feng, Ying; Shan, Ying; Jia, Kui}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Liang_GS-IR_3D_Gaussian_CVPR_2024_supplemental.pdf
SynFog: A Photo-realistic Synthetic Fog Dataset based on End-to-end Imaging Simulation for Advancing Real-World Defogging in Autonomous Driving,"{Xie, Yiming; Wei, Henglu; Liu, Zhenyi; Wang, Xiaoyu; Ji, Xiangyang}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Xie_SynFog_A_Photo-realistic_CVPR_2024_supplemental.pdf
Video Harmonization with Triplet Spatio-Temporal Variation Patterns,"{Guo, Zonghui; Han, Xinyu; Zhang, Jie; Shan, Shiguang; Zheng, Haiyong}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Guo_Video_Harmonization_with_CVPR_2024_supplemental.pdf
TRINS: Towards Multimodal Language Models that Can Read,"{Zhang, Ruiyi; Zhang, Yanzhe; Chen, Jian; Zhou, Yufan; Gu, Jiuxiang; Chen, Changyou; Sun, Tong}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhang_TRINS_Towards_Multimodal_CVPR_2024_supplemental.pdf
Self-Supervised Representation Learning from Arbitrary Scenarios,"{Li, Zhaowen; Zhu, Yousong; Chen, Zhiyang; Gao, Zongxin; Zhao, Rui; Zhao, Chaoyang; Tang, Ming; Wang, Jinqiao}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Li_Self-Supervised_Representation_Learning_CVPR_2024_supplemental.pdf
Improved Zero-Shot Classification by Adapting VLMs with Text Descriptions,"{Saha, Oindrila; Van Horn, Grant; Maji, Subhransu}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Saha_Improved_Zero-Shot_Classification_CVPR_2024_supplemental.pdf
Living Scenes: Multi-object Relocalization and Reconstruction in Changing 3D Environments,"{Zhu, Liyuan; Huang, Shengyu; Schindler, Konrad; Armeni, Iro}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhu_Living_Scenes_Multi-object_CVPR_2024_supplemental.pdf
CricaVPR: Cross-image Correlation-aware Representation Learning for Visual Place Recognition,"{Lu, Feng; Lan, Xiangyuan; Zhang, Lijun; Jiang, Dongmei; Wang, Yaowei; Yuan, Chun}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Lu_CricaVPR_Cross-image_Correlation-aware_CVPR_2024_supplemental.pdf
ECLIPSE: A Resource-Efficient Text-to-Image Prior for Image Generations,"{Patel, Maitreya; Kim, Changhoon; Cheng, Sheng; Baral, Chitta; Yang, Yezhou}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Patel_ECLIPSE_A_Resource-Efficient_CVPR_2024_supplemental.pdf
Adaptive Bidirectional Displacement for Semi-Supervised Medical Image Segmentation,"{Chi, Hanyang; Pang, Jian; Zhang, Bingfeng; Liu, Weifeng}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chi_Adaptive_Bidirectional_Displacement_CVPR_2024_supplemental.pdf
Accurate Training Data for Occupancy Map Prediction in Automated Driving Using Evidence Theory,"{K\""alble, Jonas; Wirges, Sascha; Tatarchenko, Maxim; Ilg, Eddy}",https://openaccess.thecvf.com/content/CVPR2024/papers/Kalble_Accurate_Training_Data_for_Occupancy_Map_Prediction_in_Automated_Driving_CVPR_2024_paper.pdf
DiffusionLight: Light Probes for Free by Painting a Chrome Ball,"{Phongthawee, Pakkapon; Chinchuthakun, Worameth; Sinsunthithet, Nontaphat; Jampani, Varun; Raj, Amit; Khungurn, Pramook; Suwajanakorn, Supasorn}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Phongthawee_DiffusionLight_Light_Probes_CVPR_2024_supplemental.pdf
Instance-level Expert Knowledge and Aggregate Discriminative Attention for Radiology Report Generation,"{Bu, Shenshen; Li, Taiji; Yang, Yuedong; Dai, Zhiming}",https://openaccess.thecvf.com/content/CVPR2024/papers/Bu_Instance-level_Expert_Knowledge_and_Aggregate_Discriminative_Attention_for_Radiology_Report_CVPR_2024_paper.pdf
Task-Adaptive Saliency Guidance for Exemplar-free Class Incremental Learning,"{Liu, Xialei; Zhai, Jiang-Tian; Bagdanov, Andrew D.; Li, Ke; Cheng, Ming-Ming}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Liu_Task-Adaptive_Saliency_Guidance_CVPR_2024_supplemental.pdf
Rethinking the Spatial Inconsistency in Classifier-Free Diffusion Guidance,"{Shen, Dazhong; Song, Guanglu; Xue, Zeyue; Wang, Fu-Yun; Liu, Yu}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Shen_Rethinking_the_Spatial_CVPR_2024_supplemental.pdf
Language-driven All-in-one Adverse Weather Removal,"{Yang, Hao; Pan, Liyuan; Yang, Yan; Liang, Wei}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yang_Language-driven_All-in-one_Adverse_CVPR_2024_supplemental.pdf
Each Test Image Deserves A Specific Prompt: Continual Test-Time Adaptation for 2D Medical Image Segmentation,"{Chen, Ziyang; Pan, Yongsheng; Ye, Yiwen; Lu, Mengkang; Xia, Yong}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_Each_Test_Image_CVPR_2024_supplemental.pdf
KTPFormer: Kinematics and Trajectory Prior Knowledge-Enhanced Transformer for 3D Human Pose Estimation,"{Peng, Jihua; Zhou, Yanghong; Mok, P. Y.}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Peng_KTPFormer_Kinematics_and_CVPR_2024_supplemental.pdf
MAPLM: A Real-World Large-Scale Vision-Language Benchmark for Map and Traffic Scene Understanding,"{Cao, Xu; Zhou, Tong; Ma, Yunsheng; Ye, Wenqian; Cui, Can; Tang, Kun; Cao, Zhipeng; Liang, Kaizhao; Wang, Ziran; Rehg, James M.; Zheng, Chao}",https://openaccess.thecvf.com/content/CVPR2024/papers/Cao_MAPLM_A_Real-World_Large-Scale_Vision-Language_Benchmark_for_Map_and_Traffic_CVPR_2024_paper.pdf
EgoExoLearn: A Dataset for Bridging Asynchronous Ego- and Exo-centric View of Procedural Activities in Real World,"{Huang, Yifei; Chen, Guo; Xu, Jilan; Zhang, Mingfang; Yang, Lijin; Pei, Baoqi; Zhang, Hongjie; Dong, Lu; Wang, Yali; Wang, Limin; Qiao, Yu}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Huang_EgoExoLearn_A_Dataset_CVPR_2024_supplemental.pdf
Differentiable Micro-Mesh Construction,"{Dou, Yishun; Zheng, Zhong; Jin, Qiaoqiao; Shi, Rui; Li, Yuhan; Ni, Bingbing}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Dou_Differentiable_Micro-Mesh_Construction_CVPR_2024_supplemental.pdf
Improved Implicit Neural Representation with Fourier Reparameterized Training,"{Shi, Kexuan; Zhou, Xingyu; Gu, Shuhang}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Shi_Improved_Implicit_Neural_CVPR_2024_supplemental.pdf
